"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","TC_02_AddNewEmp","chromium","2026-09-20","failed","2026-09-20","","TC002.spec.ts","",""
